iter	Logloss
112	0.1125410078
113	0.1120023869
114	0.1103338571
115	0.1085224778
116	0.1078985895
117	0.107117212
118	0.1056343703
119	0.104432341
120	0.1035924643
121	0.1030920851
122	0.1018896719
123	0.1002243539
124	0.09846686053
125	0.09780952624
126	0.096482167
127	0.09617745666
128	0.09503892143
129	0.09450127298
130	0.09393050591
131	0.09267547787
132	0.09220446441
133	0.09211443974
134	0.09070025969
135	0.09043849265
136	0.08899990759
137	0.08848974424
138	0.08697299253
139	0.08592669836
140	0.0848536659
141	0.08404116678
142	0.08311818367
143	0.08288431076
144	0.08283773371
145	0.08235472399
146	0.08169868091
147	0.08104594017
148	0.08029248598
149	0.07954621812
150	0.07886484031
151	0.07874274615
152	0.07815904959
153	0.07690270315
154	0.07591075625
155	0.07531846117
156	0.0745765932
157	0.07384637231
158	0.07354222836
159	0.07337484025
160	0.07255817446
161	0.0718580527
162	0.07101776812
163	0.07033101068
164	0.06980009808
165	0.06931170003
166	0.0672787115
167	0.06618989805
168	0.06533562207
169	0.06495914155
170	0.0639569788
171	0.06295842678
172	0.06266626385
173	0.06241259917
174	0.06223734702
175	0.06182622585
176	0.06147490244
177	0.06080592562
178	0.06009363993
179	0.05934084297
180	0.05862562436
181	0.05823603327
182	0.05778359126
183	0.05746561656
184	0.05677333154
185	0.05644875068
186	0.05611972433
187	0.05609346753
188	0.05608090349
189	0.05554298161
190	0.0552318988
191	0.05489778013
192	0.05445893909
193	0.0540643373
194	0.05337797691
195	0.05272574349
196	0.05210097947
197	0.05177311645
198	0.05145912983
199	0.05126459745
200	0.05086587603
201	0.05056133358
202	0.0502162346
203	0.04988189495
204	0.04935874774
205	0.04890310538
206	0.04850802171
207	0.04827230571
208	0.04789959394
209	0.04749111131
210	0.04725614187
211	0.04691155964
212	0.04655245791
213	0.0461638433
214	0.04597731102
215	0.04588635741
216	0.04548231471
217	0.0451348338
218	0.04495598402
219	0.04469199332
220	0.04427186541
221	0.04358788819
222	0.04348348344
223	0.04301378586
224	0.04267656967
225	0.04245982656
226	0.04221522211
227	0.04205753858
228	0.0417576471
229	0.04137371928
230	0.04087818032
231	0.04062261536
232	0.03986333222
233	0.03970153021
234	0.03909399483
235	0.03892536195
236	0.03788506459
237	0.03754976388
238	0.03726321294
239	0.03706743194
240	0.03672891778
241	0.03655462578
242	0.03630776305
243	0.03585771578
244	0.03563867367
245	0.03549059637
246	0.03539198007
247	0.03504108227
248	0.03472379831
249	0.03449847796
250	0.03423199948
251	0.03379377603
252	0.0335958264
253	0.03327999779
254	0.03322951427
255	0.03322908396
256	0.03309860749
257	0.03293702697
258	0.03276257803
259	0.03246166863
260	0.03226424314
261	0.03206305211
262	0.03187310641
263	0.03160679719
264	0.03151880736
265	0.03137320485
266	0.03118114809
267	0.03102912669
268	0.03102891502
269	0.03102865239
270	0.03101915452
271	0.03100470143
272	0.03056513553
273	0.03046875893
274	0.0302398544
275	0.03012047241
276	0.03001681257
277	0.02995597457
278	0.02987764223
279	0.02967728923
280	0.02962453357
281	0.02935827425
282	0.02886931176
283	0.02862938372
284	0.02829295183
285	0.02806269065
286	0.02789244323
287	0.02767786463
288	0.02756236912
289	0.0274857144
290	0.02728298112
291	0.02703703776
292	0.02687563474
293	0.02671677983
294	0.0264345959
295	0.02635015733
296	0.02632451025
297	0.02612220403
298	0.02587016505
299	0.02575564148
300	0.02564519941
301	0.02547111916
302	0.0253869702
303	0.02528902668
304	0.02523515853
305	0.02508632501
306	0.02501196039
307	0.02477851871
308	0.02468438866
309	0.02444319236
310	0.02439582681
311	0.02424283143
312	0.02413787906
313	0.02399849251
314	0.023846735
315	0.02375347709
316	0.02374247418
317	0.02373324288
318	0.02373319344
319	0.02365832828
320	0.02360975008
321	0.02311448619
322	0.02289944752
323	0.0228142804
324	0.02264396173
325	0.02254593056
326	0.02245830417
327	0.02228055819
328	0.02211176973
329	0.02205247684
330	0.02205241087
331	0.02189038167
332	0.02158334012
333	0.0215232624
334	0.02143934206
335	0.02127051451
336	0.02103391753
337	0.02093532513
338	0.02076046102
339	0.02073455533
340	0.02068101422
341	0.02062318273
342	0.02062051257
343	0.02048688863
344	0.02041874735
345	0.02030000636
346	0.02026586161
347	0.02006266514
348	0.0200205866
349	0.01996673561
350	0.01989551828
351	0.019895449
352	0.019895449
353	0.0198954172
354	0.01989476543
355	0.01984074067
356	0.01960895224
357	0.01960892517
358	0.01960893228
359	0.01960889629
360	0.01960846565
361	0.01960843214
362	0.01960753863
363	0.01960739731
364	0.01960733652
365	0.0196072926
366	0.0196072446
367	0.0196071409
368	0.01960699558
369	0.01950880405
370	0.01941157812
371	0.01941134105
372	0.01931971405
373	0.01908936227
374	0.01896871206
375	0.01884938636
376	0.01861262255
377	0.01852066303
378	0.01848609591
379	0.01841057779
380	0.01819650063
381	0.01804093991
382	0.01804041869
383	0.0180397224
384	0.01802181251
385	0.01796598173
386	0.01783140078
387	0.01776061703
388	0.01776003881
389	0.01775973503
390	0.01774938545
391	0.01766537208
392	0.01759316393
393	0.01752502124
394	0.01747006077
395	0.01747003326
396	0.01744940246
397	0.01744908757
398	0.01743155569
399	0.01743143282
400	0.01740797691
401	0.01739812324
402	0.01739815361
403	0.01739813006
404	0.01728930957
405	0.01728658888
406	0.0172662062
407	0.01721422651
408	0.01714996421
409	0.01704852477
410	0.01704831502
411	0.01704830196
412	0.01704796712
413	0.01703189652
414	0.01701368861
415	0.01698520359
416	0.01692597758
417	0.0169103371
418	0.01683072244
419	0.01674183543
420	0.01674147582
421	0.01668100306
422	0.01659860539
423	0.01659803546
424	0.01652306988
425	0.0164064711
426	0.01629926212
427	0.01621030696
428	0.01612385285
429	0.01605357433
430	0.01605302003
431	0.01605300922
432	0.01605294689
433	0.0159968756
434	0.01599661999
435	0.01587897303
436	0.01578853703
437	0.01571227695
438	0.01555389802
439	0.01555376817
440	0.01549140675
441	0.01539642695
442	0.015193619
443	0.01519350024
444	0.01509846213
445	0.01502263554
446	0.01496430016
447	0.01491201053
448	0.01485849709
449	0.01485387405
450	0.01471783249
451	0.01464804759
452	0.01456864132
453	0.01452783379
454	0.01452743053
455	0.01452743189
456	0.01445596084
457	0.01442728645
458	0.01442708808
459	0.01442600355
460	0.01442588208
461	0.01442565213
462	0.01442548177
463	0.01440348524
464	0.01436872613
465	0.01431117786
466	0.0143111576
467	0.01423971291
468	0.0142006094
469	0.01407120818
470	0.0140709685
471	0.01407090139
472	0.01407081081
473	0.01407049167
474	0.01401279641
475	0.01401235361
476	0.01393899999
477	0.01393854918
478	0.01383157966
479	0.01380947627
480	0.01380920795
481	0.01380899523
482	0.01380897923
483	0.01380742547
484	0.01380739252
485	0.01380735361
486	0.01380678876
487	0.01380600443
488	0.01380599612
489	0.01380592426
490	0.01380588889
491	0.01380586406
492	0.01380577714
493	0.01380560402
494	0.01380552525
495	0.0137701011
496	0.01372858843
497	0.01369401487
498	0.01361853682
499	0.01359792722
500	0.01359781952
501	0.01350947703
502	0.01346575945
503	0.01346576574
504	0.01346563937
505	0.01346542778
506	0.0134363803
507	0.01332309752
508	0.01332305685
509	0.01323378253
510	0.01323369236
511	0.01323367527
512	0.01323353861
513	0.01323339651
514	0.01323337945
515	0.01317208639
516	0.01317206404
517	0.01317199234
518	0.01315761967
519	0.01306968695
520	0.01300371771
521	0.01300369443
522	0.01300361524
523	0.01300352674
524	0.01300346093
525	0.01300341924
526	0.01300339255
527	0.01295747316
528	0.01295739419
529	0.01295733138
530	0.01295731167
531	0.01295604504
532	0.01290374041
533	0.01290361443
534	0.01290340731
535	0.01290183116
536	0.01290153671
537	0.01290147782
538	0.01290133717
539	0.01290124972
540	0.01287031449
541	0.01282247885
542	0.01282236635
543	0.01276946504
544	0.01276943869
545	0.01275941785
546	0.01272004942
547	0.01261396082
548	0.01260418278
549	0.01255890015
550	0.01255880171
551	0.0125587955
552	0.01255856512
553	0.01255849265
554	0.01255843153
555	0.01255836766
556	0.01255830215
557	0.01255821158
558	0.01255801662
559	0.01255798657
560	0.01255783047
561	0.0125573764
562	0.01253711459
563	0.01253701557
564	0.01253703151
565	0.01253695752
566	0.01253667743
567	0.01253667743
568	0.01251559914
569	0.01250786559
570	0.01246991014
571	0.01246988316
572	0.01240285666
573	0.01240245915
574	0.01236858259
575	0.01230773736
576	0.01226860401
577	0.01226848872
578	0.01226843987
579	0.01226736001
580	0.01226731949
581	0.0122671403
582	0.01226706583
583	0.01226694077
584	0.01226689805
585	0.01226683059
586	0.01226675023
587	0.0122664424
588	0.0122663822
589	0.01226629419
590	0.01226616695
591	0.01226617061
592	0.01226597302
593	0.01226588347
594	0.01226443039
595	0.01222406956
596	0.01222402296
597	0.01222396253
598	0.0122238483
599	0.01215269389
600	0.0121526814
601	0.01215255576
602	0.01215253413
603	0.01215254212
604	0.01215253397
605	0.01215248375
606	0.01215247478
607	0.01210727041
608	0.0121071926
609	0.01210701149
610	0.01210699107
611	0.01210570996
612	0.01210560404
613	0.01210469744
614	0.01210467332
615	0.01210466002
616	0.01209307841
617	0.01209302633
618	0.01209300833
619	0.01209262705
620	0.01209259582
621	0.01208934782
622	0.01208934782
623	0.01208618152
624	0.0120861732
625	0.01208337566
626	0.01200209719
627	0.01200207389
628	0.01200177278
629	0.01200167813
630	0.01200140263
631	0.01198800069
632	0.01198759963
633	0.01198757243
634	0.01198745566
635	0.01198739271
636	0.01198739703
637	0.01198723654
638	0.01198714189
639	0.01197894636
640	0.01197874492
641	0.01197868972
642	0.01197841088
643	0.01197833872
644	0.01197818668
645	0.0119780998
646	0.01197802843
647	0.01197782334
648	0.01197778122
649	0.01197775617
650	0.0119613902
651	0.01196131633
652	0.01196054807
653	0.01196046781
654	0.01196044061
655	0.01196040144
656	0.0119603165
657	0.0119532588
658	0.01195315997
659	0.011952163
660	0.01195207179
661	0.01195208696
662	0.01194994255
663	0.01194991842
664	0.01194955251
665	0.01194906342
666	0.01194903292
667	0.01194888874
668	0.01194886094
669	0.01194879091
670	0.01194878264
671	0.01191684004
672	0.01191670269
673	0.01191661835
674	0.01190802786
675	0.01190785406
676	0.01190780381
677	0.01190778059
678	0.01190775874
679	0.01190771525
680	0.01190738768
681	0.0119073556
682	0.01190719781
683	0.01182981697
684	0.01178680332
685	0.01178680623
686	0.01178671794
687	0.01172066002
688	0.0117206305
689	0.01172048931
690	0.01172048931
691	0.01172043873
692	0.01172040426
693	0.01172040426
694	0.01171980091
695	0.01171972345
696	0.01171971668
697	0.01171959997
698	0.01171938915
699	0.01171936542
700	0.01168806187
701	0.01168800132
702	0.0116875485
703	0.01168753115
704	0.01166238693
705	0.01166204444
706	0.01159958
707	0.01158780595
708	0.01158768097
709	0.01154973845
710	0.01154968221
711	0.01154958845
712	0.01152574715
713	0.01152574686
714	0.01152572195
715	0.01152566529
716	0.01152558822
717	0.0115255575
718	0.01152528887
719	0.0114975591
720	0.01149750763
721	0.01149739385
722	0.01149646223
723	0.0114964338
724	0.0114466758
725	0.01144656265
726	0.0114464984
727	0.01142353435
728	0.01142348614
729	0.01142312793
730	0.0114228127
731	0.01142259652
732	0.01142259652
733	0.01141161569
734	0.01141126646
735	0.01141125855
736	0.01141118306
737	0.01140840511
738	0.01140818261
739	0.01140796615
740	0.01140786352
741	0.01140761048
742	0.01140740082
743	0.01140740082
744	0.01140724064
745	0.0114068558
746	0.0114068379
747	0.01140677223
748	0.01140637963
749	0.01140623016
750	0.01140618573
751	0.01140618573
752	0.01140617116
753	0.01140610303
754	0.01140609819
755	0.01140595614
756	0.01140582043
757	0.01140579009
758	0.01140563329
759	0.01140559625
760	0.01140484752
761	0.01140468178
762	0.01140442874
763	0.01140406739
764	0.01140406739
765	0.01140406739
766	0.01140406739
767	0.01140395215
768	0.01140381072
769	0.01140374574
770	0.01140358954
771	0.0114033194
772	0.01140329451
773	0.01140329034
774	0.0114032667
775	0.01140311483
776	0.01140301652
777	0.01140286285
778	0.01140282151
779	0.0114027536
780	0.01140264638
781	0.0114023553
782	0.01140229868
783	0.01140218431
784	0.01140213916
785	0.0114018045
786	0.01140167379
787	0.01140166185
788	0.01140161457
789	0.01140158509
790	0.01140156286
791	0.01140155971
792	0.01140137673
793	0.01140110989
794	0.01140098555
795	0.01140070685
796	0.01140022837
797	0.01140011831
798	0.01139996943
799	0.0113991468
800	0.01139914718
801	0.01139861418
802	0.01139052302
803	0.01139049561
804	0.01139019518
805	0.0113901265
806	0.01139012838
807	0.01139002153
808	0.01138991289
809	0.01138918648
810	0.01138882286
811	0.01138869538
812	0.01138870586
813	0.01138859022
814	0.01138854276
815	0.0113884827
816	0.01138790239
817	0.01138770892
818	0.01138768628
819	0.01138766827
820	0.01138762009
821	0.01138755795
822	0.01138754166
823	0.01138727323
824	0.01138724135
825	0.01138722931
826	0.01138720037
827	0.01134998913
828	0.01132957352
829	0.01132941678
830	0.01132895162
831	0.01132844664
832	0.01132841963
833	0.01130341403
834	0.01130302457
835	0.01130294299
836	0.01130284216
837	0.01130277931
838	0.01130277931
839	0.01126645254
840	0.01126624773
841	0.0112659292
842	0.01126543095
843	0.01126505931
844	0.0112650263
845	0.01126492282
846	0.01126489223
847	0.0112647775
848	0.01126445081
849	0.01126423952
850	0.01126369166
851	0.01122427037
852	0.01122413564
853	0.01122410172
854	0.01122182319
855	0.01121820714
856	0.01121819852
857	0.01121801677
858	0.01121792379
859	0.01121782469
860	0.01121774796
861	0.01121771751
862	0.01121768033
863	0.01120701335
864	0.01120619951
865	0.01120618273
866	0.01120618273
867	0.01120593026
868	0.01118712865
869	0.01118713148
870	0.0111869293
871	0.01118684612
872	0.01118632205
873	0.01116425142
874	0.01116258012
875	0.0111623321
876	0.01116222102
877	0.01116186664
878	0.01116183095
879	0.01116156238
880	0.01116155303
881	0.01116148916
882	0.0111614622
883	0.01116135634
884	0.01116119927
885	0.01116097089
886	0.01116084346
887	0.01115935483
888	0.01115924416
889	0.01115888894
890	0.01115884817
891	0.01115369103
892	0.01115363361
893	0.01115362265
894	0.01111487291
895	0.01111471717
896	0.01111463068
897	0.01111456262
898	0.0110668961
899	0.01106687053
900	0.01106660658
901	0.01106643873
902	0.01098494786
903	0.01098493256
904	0.01098490023
905	0.01098482046
906	0.01098479131
907	0.0109847072
908	0.01098457823
909	0.01098452733
910	0.01098414746
911	0.01098387314
912	0.01094313464
913	0.01094313888
914	0.01094273507
915	0.0109426871
916	0.01094248613
917	0.01094248613
918	0.01094230698
919	0.01094097465
920	0.0109408071
921	0.01094026062
922	0.01094009687
923	0.01094009687
924	0.01093972795
925	0.01093964084
926	0.01093961443
927	0.01093958445
928	0.01093941884
929	0.01091634537
930	0.01091594371
931	0.01091571114
932	0.01091541929
933	0.01091529836
934	0.01091529836
935	0.01091529836
936	0.01091524827
937	0.01087598647
938	0.01087589514
939	0.01087583293
940	0.01087574056
941	0.0108756711
942	0.01087561256
943	0.01087539347
944	0.01087537064
945	0.01087532092
946	0.01087522608
947	0.01087509954
948	0.0108308485
949	0.01083074501
950	0.01083068185
951	0.01083047365
952	0.01083045322
953	0.01083045322
954	0.01083001818
955	0.01082988217
956	0.0108298715
957	0.01082950704
958	0.01082939353
959	0.01080946464
960	0.0108093757
961	0.0108092673
962	0.01075598826
963	0.01075592483
964	0.01075578848
965	0.01075578848
966	0.01075562796
967	0.01075558284
968	0.01075496795
969	0.01075490935
970	0.01075487137
971	0.01075488297
972	0.01075483617
973	0.0107547409
974	0.01075451979
975	0.01075445945
976	0.01075445945
977	0.01075442627
978	0.01075421684
979	0.01075414388
980	0.01075397249
981	0.01075394667
982	0.01075394424
983	0.01075392163
984	0.01075391198
985	0.01075387531
986	0.01075370337
987	0.01075334683
988	0.01075328654
989	0.01075325104
990	0.01075321481
991	0.01075263196
992	0.01075263248
993	0.01075246236
994	0.01075243021
995	0.01075242939
996	0.01075241542
997	0.0107523606
998	0.01075224575
999	0.01075196003
